number,date,title,length,inKey,tempo,topic,location,instruments,beard,videoID,description,acousticProduced,firsts,comments,press,mood,spotify,itunes,bandcamp,tags
250,9/7/2009,At the Harley Davidson Museum,1:13,E,138,Contest,Berkeley ,"Vocals, Electric Guitar, Samples, Drum Machine",N/A,https://www.youtube.com/watch?v=sts6uK6x_m8,Another contest!,Produced,,,,Intense,https://open.spotify.com/track/1Fp9vrKhWU3hdbDTtAKh6q,https://itunes.apple.com/ph/album/at-the-harley-davidson-museum/1133055443?i=1133055531,https://jonathanmann.bandcamp.com/track/at-the-harley-davidson-museum,"Blues, Fun, Cheesy "
251,9/8/2009,Truth in Advertising,1:01,A,130,Contest,Berkeley ,"Vocals, Piano, Samples, Drum Machine",N/A,https://www.youtube.com/watch?v=WwcUafltTf8,This is part of a video for a contest about truth in beauty product advertising. Starring Ivory!,Produced,,,,Intense,https://open.spotify.com/track/0vyBbe7Jj4rtcEaYQrUZJU,https://itunes.apple.com/ph/album/truth-in-advertising/1133055443?i=1133055532,https://jonathanmann.bandcamp.com/track/truth-in-advertising,"Rock, Fun, Educational, PSA, Ivory"
252,9/9/2009,I've Got Another Cold,0:10,G,120,Sick,Berkeley ,"Vocals, Synths, Drum Machine",Shadow,https://www.youtube.com/watch?v=I6Rtu2NDz44,ugh,Produced,,,,Tired,https://open.spotify.com/track/5wLbeSobgcyQnUk3AYPr0S,https://itunes.apple.com/ph/album/ive-got-another-cold/1133055443?i=1133055533,https://jonathanmann.bandcamp.com/track/ive-got-another-cold,"Rock, Fun, Silly"
253,9/10/2009,Still Sick,0:18,C,75,Sick,Berkeley ,"Vocals, Piano, Synths, Drum Machine",Shadow,https://www.youtube.com/watch?v=MkIFPdF7vng,shoot,Produced,,,,Tired,https://open.spotify.com/track/0i4a5xHRYttnKcdTvkpGkK,https://itunes.apple.com/ph/album/still-sick/1133055443?i=1133055534,https://jonathanmann.bandcamp.com/track/still-sick,"Electro, Fun, Silly"
254,9/11/2009,I'm a Bit Better,1:05,C,120,Sick,Berkeley ,"Vocals, Synths, Drum Machine",Shadow,https://www.youtube.com/watch?v=GEk2Bkbkn4A,Yay!,Produced,,,,Tired,https://open.spotify.com/track/2ONX4kbwX6Tn8xlBvkCbco,https://itunes.apple.com/ph/album/im-a-bit-better/1133055443?i=1133055535,https://jonathanmann.bandcamp.com/track/im-a-bit-better,"Electro, Fun, Silly, Light"
255,9/12/2009,We Built a Fort,0:20,C,165,Friend,Berkeley ,"Vocals, Piano, Synths, Drum Machine",Shadow,https://www.youtube.com/watch?v=-Scd_JZq2jk,And it was fun,Produced,,,,Tired,https://open.spotify.com/track/2MI5lQIcWYUunOie8uz75u,https://itunes.apple.com/ph/album/we-built-a-fort/1133055443?i=1133055536,https://jonathanmann.bandcamp.com/track/we-built-a-fort,"Electro, Fun, Silly"
256,9/13/2009,I'm Jonathan,1:56,D#,88,Life,Berkeley ,Vocals,Shadow,https://www.youtube.com/watch?v=BebDpLN-lRg,"In the car, rappin' about LIFE, man.",Acoustic,,,,Silly,https://open.spotify.com/track/1LttlXmEpl6PWL21pl58FL,https://itunes.apple.com/ph/album/im-jonathan/1133055443?i=1133055537,https://jonathanmann.bandcamp.com/track/im-jonathan,"Acapella, Silly, Dark"
257,9/14/2009,First There Was No Chair,1:05,D,107,Object,Berkeley ,"Vocals, Synths, Drum Machine",N/A,https://www.youtube.com/watch?v=bJf5ZgsV5Fw,Then there was a chair.,Produced,,,,Intense,https://open.spotify.com/track/6fheUVlQVISIDHD26rYlrY,https://itunes.apple.com/ph/album/first-there-was-no-chair/1133055443?i=1133055538,https://jonathanmann.bandcamp.com/track/first-there-was-no-chair,"Electro, Distortion, Dark, Heavy"
258,9/15/2009,Mirror Revolt,2:12,C,110,Object,Berkeley ,"Vocals, Synths, Drum Machine",Clean,https://www.youtube.com/watch?v=ykmpoBCnUQE,mirror mirror on the wall you look sadder than the last time i saw you,Produced,,,,Intense,https://open.spotify.com/track/48U3drykYAvBR0U0RqMfTd,https://itunes.apple.com/ph/album/mirror-revolt/1133055443?i=1133055539,https://jonathanmann.bandcamp.com/track/mirror-revolt,"Electro, Dark, Narrative "
259,9/16/2009,Simian Space Flight,3:27,D,80,Instrumental,Berkeley ,"Synths, Drum Machine",N/A,https://www.youtube.com/watch?v=hMIRkgop65s,This is actually the very first song a day instrumental! With footage from the Prelinger Archive.,Produced,,,,Chill,https://open.spotify.com/track/56JQlAvZdBxEXfQNxc6MGw,https://itunes.apple.com/ph/album/simian-space-flight/1133055443?i=1133055540,https://jonathanmann.bandcamp.com/track/simian-space-flight,"Electro, Dark, Dreamy"
260,9/17/2009,Link Mann,3:07,D,76,Video Games,Berkeley ,"Vocals, Synths, Samples, Drum Machine",N/A,https://www.youtube.com/watch?v=ouiE50FVIMc,i dreamt that i was link i was lying in a field i was thinking about zelda and how to buy a better sheild i was sad because i didn't have a pillow and in the morning it was dungeon time some kind of weeping willow well the octoroks and the stalfos and the like likes and the dodongos they all started dancing they all started making noise and i knew this style of dancing was like a poison so i grabbed my torch and i lit up a fire and that's when i heard the fairy choir they were singing: zelda needs you in the castle we all need you to save hyrule we'll surround you with our hearts love love love love love love love well it was beautiful and it was amazing and needless to say i could deal with this cave thing so morning time came and the path was clear i stepped into the cave and everything disappeared i was lying in my bed sunlight shining through i was thinking about zelda i was thinking about you i got to thinking about the field where in my dream i lay it's existed in my memory as a place i used to play and it's good to remember can be a useful tool especially when it ends you up down in hyrule with the fairies,Produced,,,,Intense,https://open.spotify.com/track/6Ckp5d02YLVlVAJRuIIvVc,https://itunes.apple.com/ph/album/link-mann/1133055443?i=1133055541,https://jonathanmann.bandcamp.com/track/link-mann,"Rock, Wistful, Dreamy, Video Games, NES, Zelda"
261,9/18/2009,The Android Who Didn't Have a Penis,3:37,C,110,Sex,Berkeley ,"Vocals, Piano, Samples, Drum Machine",Shadow,https://www.youtube.com/watch?v=nSru178teSY,"this is a song about an android who is completely human in every way, except that his creators didn't see fit to give him a penis, or any other mode of sexual expression. As he grew older, it became more and more of a problem, until all he can think about is having sex. Ultimately, not having that outlet, he turns against his human creators, with all the years of pent up sexual frustration coming out in a fury of violence. It's a cautionary tale, to be sure. i was given a soul endowed with consciousness i can pass a turing test with flying colors it's true i'm a machine you wouldn't know unless we fell in love and go to bed i have no genitals why give me libido without the parts to back it up i know just what i crave but i am just a slave to the lust that's running through my pipes i'll rust if i don't do it tonight I feel the burn in every electric node if i don't let it out soon, i will explode i have precision coordination and i can calculate one hundred trillion processes in under a millesecond I can tear a man in two and believe me, it's crossed my mind for lack of a penis i blame all of human kind why give me libido without the parts to back it up i know just what i crave but i'm a slave to the lust that's running through my pipes i'll rust if i don't do it tonight I feel the burn in every electric node if i don't let it out soon, i will explode i wanna fuck human or truck i wanna feel flesh a burning wanna be a fucking machine instead i'm devoted to higher learning i got an itch sonofabitch if i can't find a way to scratch it if i could build a mechanical dildo maybe i could somehow attach it on you gave me everything i needed to make my way through this world but the one thing that i wanted you withheld like a jerk so now i will destroy you will all the pent up rage fed by a lustful heart that you locked inside this cage",Produced,,,,Sad,https://open.spotify.com/track/76Wa4SmqiwBWeb5sqvJMnW,https://itunes.apple.com/ph/album/the-android-who-didnt-have-a-penis/1133055443?i=1133055542,https://jonathanmann.bandcamp.com/track/the-android-who-didnt-have-a-penis,"Rock, Light, Android"
262,9/19/2009,"You Can Do It, Sam",1:35,C,150,Friend,Berkeley ,"Vocals, Synths, Drum Machine",Clean,https://www.youtube.com/watch?v=o-OHmBtcH1k,"A song for my good friend SAm, who is quitting smoking.",Produced,,,,Excited,https://open.spotify.com/track/6vmlwVVm64MxADdNTMvXVy,https://itunes.apple.com/ph/album/you-can-do-it-sam/1133055443?i=1133055543,https://jonathanmann.bandcamp.com/track/you-can-do-it-sam,"Electro, Distortion, Dreamy, Motivational"
263,9/20/2009,The Sex Machine That Couldn't Love,2:02,A,117,Sex,Berkeley ,"Vocals, Synths, Drum Machine",Clean,https://www.youtube.com/watch?v=3PlhMnSlk-w,i was a sex machine back in the forties i was the first of my kind,Produced,,,,Sad,https://open.spotify.com/track/1ahdoc9lR4XHI8zEy5ok5S,https://itunes.apple.com/ph/album/the-sex-machine-that-couldnt-love/1133055443?i=1133055544,https://jonathanmann.bandcamp.com/track/the-sex-machine-that-couldnt-love,"Electro, Vocoder, Dreamy, Dark"
264,9/21/2009,The Robot That Lived on the Moon and Wished It Were Human,2:28,G,110,Nerd,Berkeley ,"Vocals, Synths, Drum Machine",N/A,https://www.youtube.com/watch?v=XDJTTRhIrSc,Title says it all! See if you can make out the lyrics for yourself.,Produced,,,,Pensive,https://open.spotify.com/track/0PZ9tdZfh1jm37esVbq9jF,https://itunes.apple.com/ph/album/the-robot-that-lived-on-the-moon-and-wished-it-were-human/1133055443?i=1133055545,https://jonathanmann.bandcamp.com/track/the-robot-that-lived-on-the-moon-and-wished-it-were-human,"Electro, Vocoder, Dreamy, Dark"
265,9/22/2009,"Quantum Decoupling Transition in a One-Dimensional
Feschbach Resonant Super Fluid",2:46,Bb,130,Science,Berkeley ,"Vocals, Synths, Samples, Drum Machine",Clean,https://www.youtube.com/watch?v=FIXRXMMlZBM,"http://jonathanmann.bandcamp.com/trac... I was listening to the RadioLab podcast this morning (if you don't know RadioLab, you should (http://blogs.wnyc.org/radiolab/), and they had They Might Be Giants on. They Might Be Giants just released their 14th album, a kids album called ""Here Comes Science"". It's great! Anyway. During this podcast, they challenged They Might Be Giants to make a song up on the spot using the phrase, ""Quantum decoupling transition in a one-dimensional Feshbach-resonant superfluid"". Being They Might Be Giants, they did a great job. I decided to pick up where they left off though, and use today's song a day song to write the full song. The lyrics come from an abstract that Sheey DE and Radzihovsky L. wrote on the subject in Sep. of 2005. I have NO idea what any of it means. I changed only one word...leaving out ""Luttinger"", because I couldn't figure out how to say it. Yay! We study a one-dimensional gas of fermionic atoms interacting via an s-wave molecular Feshbach resonance. At low energies the system is characterized by two Josephson-coupled Luttinger liquids, corresponding to paired atomic and molecular superfluids. We show that, in contrast to higher dimensions, the system exhibits a quantum phase transition from a phase in which the two superfluids are locked together to one in which, at low energies, quantum fluctuations suppress the Feshbach resonance (Josephson) coupling, effectively decoupling the molecular and atomic superfluids. Experimental signatures of this quantum transition include the appearance of an out-of-phase gapless mode (in addition to the standard gapless in-phase mode) in the spectrum of the decoupled superfluid phase and a discontinuous change in the molecular momentum distribution function.",Produced,,,,Intense,https://open.spotify.com/track/5dNfGkpYiGE5j9zJJbdXtB,https://itunes.apple.com/ph/album/in-heaven/1133055443?i=1133055546,https://jonathanmann.bandcamp.com/track/quantum-decoupling-transition-in-a-one-dimensional-feschbach-resonant-super-fluid,"Rock, Dark, Wistful, Educational, Songify, Scientific Paper"
266,9/23/2009,In Heaven,3:07,A,110,Poetic,Berkeley ,"Vocals, Synths, Drum Machine",N/A,https://www.youtube.com/watch?v=33Z5uAyPF8g,"don't turn away from the light in the sky it might be god, he might be wearing a tie and you'll stop and ask him for directions or he'll light your cigarette for you he's by himself or hiding in a group in your lover's pants or in a fly in your soup his cufflinks jingle when he struts he'll let you in even if he hates your guts no need to be afraid of dying if it's love you want but you can't face it without trying we all want love his suit fits him poorly his pants are too tight he'll come looking for you in the still of the night at the foot of your bed his beard tickles your toes he'll take you away to where nobody goes",Produced,,,,Intense,https://open.spotify.com/track/38OEidXYRIWdDKRWsYACLn,https://itunes.apple.com/ph/album/the-three-rules-of-the-internet/1133055443?i=1133055547,https://jonathanmann.bandcamp.com/track/in-heaven,"Rock, Dark, Heavy, Distortion"
267,9/24/2009,The Three Rules of the internet,1:04,C,100,Internet,Berkeley ,"Vocals, Synths, Samples, Drum Machine",Shadow,https://www.youtube.com/watch?v=HS9BlNSCmw8,"Count 'em...1, 2, 3!",Produced,,,,Silly,https://open.spotify.com/track/4y56ts5l9wZMZCmeqSmd75,https://itunes.apple.com/ph/album/scary-ant-link-creature/1133055443?i=1133055548,https://jonathanmann.bandcamp.com/track/the-3-rules-of-the-internet-reprise,"Folk,Funny, Nerd, Redux"
268,9/25/2009,Death in Every instant,1:00,G,90,"Grandma
",Berkeley ,"Vocals, Samples",N/A,https://www.youtube.com/watch?v=woCjVts5-Ug,A poem my grandmother wrote.,Produced,,,,Chill,https://open.spotify.com/track/5PXzqd1lnoTq7fHSjCToOw,https://itunes.apple.com/ph/album/death-in-every-instant/1133055443?i=1133055549,https://jonathanmann.bandcamp.com/track/scary-any-like-creature,"Spoken word, Wistful, Delicate"
269,9/26/2009,Scary Hill,2:34,E,120,Childhood,Berkeley ,"Vocals, Piano, Synths, Drum Machine",Clean,https://www.youtube.com/watch?v=DOp7RuJggdc,They called it scary hill and we were all afraid They called it scary hill as we sledded through the day Sliding down too fast you'll end up in the creek You'd end up Scary hill and joint the other souls Wheel barrow wood tabagon doing barrel rolls Snow face misplaced among the evergreens And every halloween The adults would make a scene The things we didn't see That frightened me the most Grapes like eyeballs Witches making catcalls But down on scary hill there's some kind of ghost Singing Do you know me Yes I know you Will you follow me up the hill? I'll present you King tree queen tree Just listening to the rustling of their leaves Let's go to scary hill and build a wall of bricks line the floor with maple leaves and the roof is made of sticks These walls these walls protect us from the hill And a car goes by And something is awry Don't take the corner fast you'll end up in the ditch Station wagon families Old folks and drunk teens But up on scary hill there's some kind of witch Do you know me Yes I know you You are the reason I can't sit still I hear the rustling See my breath And I won't follow you up the hill But I'll present you king tree queen Listen to the rustling of their leaves,Produced,,,,Pensive,https://open.spotify.com/track/7y55FJxnUtnr7Jtiwegaib,https://itunes.apple.com/ph/album/scary-hill/1133055443?i=1133055550,https://jonathanmann.bandcamp.com/track/death-in-every-instant,"Rock, Scary, Dark"
270,9/27/2009,Popcorn,2:26,Eb,80,Childhood,Berkeley ,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=iVt-TfittNY,throw a cob of corn into the sun it'll be pop corn see the old pile of hay?,Produced,,,,Pensive,https://open.spotify.com/track/6EuZThOVFPWg1tJPTEzeyz,https://itunes.apple.com/ph/album/popcorn/1133055443?i=1133055551,https://jonathanmann.bandcamp.com/track/scary-hill,"Folk, Wistful, Good"
271,9/28/2009,Big Wall Graphics From LTLPrints.com,1:47,C,152,Commission,Berkeley ,"Vocals, Piano, Synths, Drum Machine",Clean,https://www.youtube.com/watch?v=AiMxiAUVKgY,This was a song request from the fine folks at www.ltlprints.com. They provide an awesome product! The video pretty much says it all.,Acoustic,,,,Silly,https://open.spotify.com/track/0LId6sJ0xOFHAnRNmP8Iy0,https://itunes.apple.com/ph/album/big-wall-graphics-from-ltlprints-com/1133055443?i=1133055552,https://jonathanmann.bandcamp.com/track/throw-a-cob-of-corn-into-the-sun-popcorn,"Electro, Silly"
272,9/29/2009,How to Defeat the Energy Vampire: the Song,0:10,Am,80,Commission,Berkeley ,"Vocals, Piano, Synths, Drum Machine",Clean,https://youtu.be/UNHV67O3OdU,"The energy vampire is lurking in every outlet of your home. Garlic, silver, wooden stakes...these tools are useless. Luckily, your most powerful weapon is also easy to implement: TURN OFF YOUR POWERSTRIPS!",Produced,,,,Silly,https://open.spotify.com/track/47m9kpLpeCIX9SrJtxs5LP,https://itunes.apple.com/ph/album/how-to-defeat-the-energy-vampire/1133055443?i=1133055553,https://jonathanmann.bandcamp.com/track/big-wall-graphics-from-ltlprints-com,"Rock, Silly, Monster, Vampire"
273,9/30/2009,Vulcan Smile ,0:24,D,140,Nerd,Berkeley ,"Vocals, Piano, Synths, Drum Machine",Shadow,https://www.youtube.com/watch?v=oBbBTwgDBBg,I want to see a vulcan smile.,Produced,,,,Chill,https://open.spotify.com/track/1x0HjDS8RPODlDUM3K9Vxn,https://itunes.apple.com/ph/album/vulcan-smile/1133055443?i=1133055554,https://jonathanmann.bandcamp.com/track/vulcan-smile,"Folk, Delicate, Sci-Fi, Star Trek"
274,10/1/2009,Downstairs Bear,1:15,C#m,130,Childhood,Berkeley ,"Vocals, Synths, Drum Machine",Clean,https://www.youtube.com/watch?v=ld1PvU8c3y8,A true story.,Produced,,,,Sad,https://open.spotify.com/track/3CXBTVLp7K8KbZGk6liJgW,https://itunes.apple.com/ph/album/downstairs-bear/1133055443?i=1133055555,https://jonathanmann.bandcamp.com/track/how-to-defeat-the-energy-vampire-the-song,"Electro, Dark, Teddy Bear"
275,10/2/2009,Ardipithicus Ramidus,2:02,E,120,Animals,Berkeley ,"Vocals, Synths, Samples, Drum Machine",Clean,https://www.youtube.com/watch?v=S-DCcrLIcL4,Yay!,Produced,,,,Silly,https://open.spotify.com/track/0cZzgtYnod9i2uDOW4aIJV,https://itunes.apple.com/ph/album/ardipithicus-ramidus/1133062645?i=1133062833,https://jonathanmann.bandcamp.com/track/downstairs-bear,"Rock, Fun, Silly, Science, Famous Person, Artipithicus Ramidus"
